x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
month,contact,0.5523506185715357,classification,True,weighted F1,0.5252,0.7874560736977652,DecisionTreeClassifier()
month,month,1.0,predict_itself,True,,0.0,1.0,
month,day_of_week,0.0,classification,True,weighted F1,0.2008,0.18048347183451924,DecisionTreeClassifier()
month,duration,0.0,regression,True,mean absolute error,155.2018,169.3589904208145,DecisionTreeRegressor()
month,campaign,0.0,regression,True,mean absolute error,1.5188,1.7301591826038796,DecisionTreeRegressor()
month,pdays,0.0,regression,True,mean absolute error,34.3472,62.8284604832068,DecisionTreeRegressor()
month,previous,0.0,regression,True,mean absolute error,0.1646,0.25837675217499434,DecisionTreeRegressor()
month,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
month,emp.var.rate,0.249854108298862,regression,True,mean absolute error,1.27854,0.959091528375573,DecisionTreeRegressor()
month,cons.price.idx,0.34727519931312234,regression,True,mean absolute error,0.5086362000000009,0.3319994622671314,DecisionTreeRegressor()
month,cons.conf.idx,0.3178016820534755,regression,True,mean absolute error,3.7565400000000007,2.5627052692988377,DecisionTreeRegressor()
month,euribor3m,0.19379771228668052,regression,True,mean absolute error,1.341607,1.0816066326122034,DecisionTreeRegressor()
month,nr.employed,0.27345169487866006,regression,True,mean absolute error,54.77754000000009,39.79852884571647,DecisionTreeRegressor()
month,subscribed,0.08942024931836765,classification,True,weighted F1,0.8338834128245893,0.8487375994657309,DecisionTreeClassifier()
day_of_week,age,0.0,regression,True,mean absolute error,8.334,8.460679315409264,DecisionTreeRegressor()
day_of_week,job,0.0,classification,True,weighted F1,0.1596,0.15149832326455975,DecisionTreeClassifier()
day_of_week,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
day_of_week,education,0.0,classification,True,weighted F1,0.1952,0.13440165494578823,DecisionTreeClassifier()
day_of_week,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
day_of_week,housing,0.0,classification,True,weighted F1,0.4854,0.37823879903879903,DecisionTreeClassifier()
day_of_week,loan,2.0995751663841818e-07,classification,True,weighted F1,0.7506525486764385,0.7506526010288102,DecisionTreeClassifier()
day_of_week,contact,0.0,classification,True,weighted F1,0.5252,0.4949951353586341,DecisionTreeClassifier()
day_of_week,month,0.0,classification,True,weighted F1,0.1936,0.17023901167968067,DecisionTreeClassifier()
day_of_week,day_of_week,1.0,predict_itself,True,,0.0,1.0,
day_of_week,duration,0.0,regression,True,mean absolute error,155.2018,169.6522998603481,DecisionTreeRegressor()
day_of_week,campaign,0.0,regression,True,mean absolute error,1.5188,1.7529566077683456,DecisionTreeRegressor()
day_of_week,pdays,0.0,regression,True,mean absolute error,34.3472,66.2740751968536,DecisionTreeRegressor()
day_of_week,previous,0.0,regression,True,mean absolute error,0.1646,0.28640496225151924,DecisionTreeRegressor()
day_of_week,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
day_of_week,emp.var.rate,0.0,regression,True,mean absolute error,1.27854,1.4371716166131903,DecisionTreeRegressor()
day_of_week,cons.price.idx,0.0,regression,True,mean absolute error,0.5086362000000009,0.5104998055077155,DecisionTreeRegressor()
day_of_week,cons.conf.idx,0.0,regression,True,mean absolute error,3.7565400000000007,3.939155762533513,DecisionTreeRegressor()
day_of_week,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.6257011189466617,DecisionTreeRegressor()
day_of_week,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,62.8458503885217,DecisionTreeRegressor()
day_of_week,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
duration,age,0.0,regression,True,mean absolute error,8.334,9.329324177183363,DecisionTreeRegressor()
duration,job,0.011697000410522155,classification,True,weighted F1,0.1596,0.1694301591450028,DecisionTreeClassifier()
duration,marital,0.06699639525928855,classification,True,weighted F1,0.4492,0.4861016145088161,DecisionTreeClassifier()
duration,education,0.0,classification,True,weighted F1,0.1952,0.1914090645818457,DecisionTreeClassifier()
duration,default,0.009656325087519811,classification,True,weighted F1,0.7042061281337048,0.7070624099193419,DecisionTreeClassifier()
duration,housing,0.008920298390840527,classification,True,weighted F1,0.4854,0.48999038555192653,DecisionTreeClassifier()
duration,loan,0.0,classification,True,weighted F1,0.7506525486764385,0.743246917363013,DecisionTreeClassifier()
duration,contact,0.07016401021804532,classification,True,weighted F1,0.5252,0.5585138720515279,DecisionTreeClassifier()
duration,month,0.026149783370207364,classification,True,weighted F1,0.1936,0.2146871853097352,DecisionTreeClassifier()
duration,day_of_week,0.0,classification,True,weighted F1,0.2008,0.1984487032020868,DecisionTreeClassifier()
duration,duration,1.0,predict_itself,True,,0.0,1.0,
duration,campaign,0.0,regression,True,mean absolute error,1.5188,1.8161876733054043,DecisionTreeRegressor()
duration,pdays,0.0,regression,True,mean absolute error,34.3472,63.88073496918772,DecisionTreeRegressor()
duration,previous,0.0,regression,True,mean absolute error,0.1646,0.2830343374074438,DecisionTreeRegressor()
